Python 3.10.8 Executables (64-bit) 3.10.8150.0
Python 3.10.8 Add to Path (64-bit) 3.10.8150.0
Python 3.10.8 Documentation (64-bit) 3.10.8150.0
Python 3.10.8 Standard Library (64-bit) 3.10.8150.0
Python 3.10.8 Tcl/Tk Support (64-bit) 3.10.8150.0
Python 3.10.8 Core Interpreter (64-bit) 3.10.8150.0
Python 3.10.8 Utility Scripts (64-bit) 3.10.8150.0
Python 3.10.8 pip Bootstrap (64-bit) 3.10.8150.0
Python 3.10.8 Test Suite (64-bit) 3.10.8150.0
Python 3.10.8 Development Libraries (64-bit) 3.10.8150.0
Microsoft Office OneNote MUI (Italian) 2007 12.0.4518.1018
Microsoft Office Excel MUI (Italian) 2007 12.0.4518.1018
Microsoft Office PowerPoint MUI (Italian) 2007 12.0.4518.1018
Microsoft Office Office 64-bit Components 2007 12.0.4518.1014
Microsoft Office Shared 64-bit MUI (Italian) 2007 12.0.4518.1018
Microsoft Office Word MUI (Italian) 2007 12.0.4518.1018
Microsoft Office Proofing (Italian) 2007 12.0.4518.1018
Microsoft Office Shared MUI (Italian) 2007 12.0.4518.1018
Microsoft Office Proof (Italian) 2007 12.0.4518.1018
Microsoft Office Proof (German) 2007 12.0.4518.1014
Microsoft Office Proof (English) 2007 12.0.4518.1014
Microsoft Office Proof (French) 2007 12.0.4518.1014
Microsoft Office Home and Student 2007 12.0.4518.1014
Microsoft Visual C++ 2022 X64 Additional Runtime - 14.34.31931 14.34.31931
Microsoft Visual C++ 2013 x86 Minimum Runtime - 12.0.40664 12.0.40664
Microsoft Update Health Tools 3.67.0.0
VMware Player 17.0.0
Microsoft Visual C++ 2022 X86 Minimum Runtime - 14.34.31931 14.34.31931
Intel(R) Chipset Device Software 10.1.18019.8144
Microsoft Visual C++ 2013 x64 Minimum Runtime - 12.0.40664 12.0.40664
Java(TM) SE Development Kit 19.0.1 (64-bit) 19.0.1.0
Intel(R) Serial IO 30.100.1915.1
Microsoft GameInput 10.1.22621.1863
LibreOffice 7.4.3.2 7.4.3.2
None None
Python Launcher 3.10.7953.0
Microsoft Visual C++ 2013 x64 Additional Runtime - 12.0.40664 12.0.40664
Microsoft Update Health Tools 5.68.0.0
Microsoft Visual C++ 2013 x86 Additional Runtime - 12.0.40664 12.0.40664
Microsoft Visual C++ 2022 X64 Minimum Runtime - 14.34.31931 14.34.31931
Windows Subsystem for Linux Update 5.10.16
Microsoft Visual C++ 2022 X86 Additional Runtime - 14.34.31931 14.34.31931
