4096;168954096;16895;1664876354.5216064
4096;16895;1664876423.330707
4096;16895;1664876462.1347995
4096;16895;1664876569.609086
4096;16895;1664877267.1402001
4096;16895;1664877635.783964
4096;16895;1664877736.2604244
883408;33279;1664874161.9117143
883408;33279;1664874161.9117143
883408;33279;1664874161.9117143
883408;33279;1664874161.9117143
883408;33279;1664874161.9117143
883408;33279;1664874161.9117143
883408;33279;1664874161.9117143
883408;33279;1664874161.9117143
883408;33279;1664874161.9117143
883408;33279;1664874161.9117143
883408;33279;1664874161.9117143
883408;33279;1664874161.9117143
883408;33279;1664874161.9117143
391152;33279;1664874159.2092273
364016;33279;1664874159.2092273
312304;33279;1664874159.2248495
62976;33279;1664874163.692544
99632;33279;1664874160.1621268
47920;33279;1664874160.55266
31536;33279;1664874161.3649685
52528;33279;1664874161.6461525
46384;33279;1664874161.7555008
26928;33279;1664874161.9429567
69936;33279;1664874161.98982
56624;33279;1664874162.0210638
25392;33279;1664874162.0523162
90416;33279;1664874162.3803546
76592;33279;1664874162.3803546
78128;33279;1664874162.395975
71984;33279;1664874162.4584608
78128;33279;1664874163.3176327
77616;33279;1664874163.3644967
198960;33279;1664874258.8987951
69424;33279;1664874163.3957703
42800;33279;1664874163.4113784
82736;33279;1664874163.6613042
82736;33279;1664874163.6613042
53552;33279;1664874163.8175144
64304;33279;1664874163.8175144
146736;33279;1664874163.895622
23344;33279;1664874163.895622
152368;33279;1664874163.895622
2866480;33279;1664874164.854367
94208;33279;1664874161.9429567
222208;33279;1664874164.7762315
190976;33279;1664874164.7762315
587776;33279;1664874164.7762315
458240;33279;1664874164.7762315
61440;33279;1664874164.7762315
65536;33279;1664874164.7918527
61440;33279;1664874164.7918527
224256;33279;1664874164.7918527
196096;33279;1664874164.7918527
99632;33279;1664874160.1621268
47920;33279;1664874160.55266
31536;33279;1664874161.3649685
52528;33279;1664874161.6461525
46384;33279;1664874161.7555008
26928;33279;1664874161.9429567
69936;33279;1664874161.98982
56624;33279;1664874162.0210638
25392;33279;1664874162.0523162
90416;33279;1664874162.3803546
76592;33279;1664874162.3803546
78128;33279;1664874162.395975
71984;33279;1664874162.4584608
78128;33279;1664874163.3176327
77616;33279;1664874163.3644967
198960;33279;1664874258.8987951
69424;33279;1664874163.3957703
42800;33279;1664874163.4113784
82736;33279;1664874163.6613042
82736;33279;1664874163.6613042
53552;33279;1664874163.8175144
64304;33279;1664874163.8175144
146736;33279;1664874163.895622
23344;33279;1664874163.895622
152368;33279;1664874163.895622
